Pathway	Order	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
PWY-6608: guanosine nucleotides degradation III	o__Clostridiales	342.6191887089	875.4226379356	546.8882440323	764.4587915881	940.8761639921	198.8619169048	188.3318549929	578.8621206916	0	0	759.261576572	0	382.3923946535	672.5773404244	418.4158018406	1760.3417623826	44.2254249467	102.4517592472	992.6814316485	0	809.6883759958	0	2318.4824385363	0	0	0	0	1295.526263307	2259.4937836616	1045.8707172567	779.4576712901	969.7725747972	1209.0197240773	183.9064242314	112.1540119075	0	0	37.3458086664	779.0415023438	132.0392730692	257.167853107	1173.2037937676	244.9152234132	292.2011316556	427.0245315547	290.3956145984	370.0032132245	773.1473525371	0	0	733.9769271209	0	1417.5172938084	584.2362160153	17.9745669809	1128.785674173	422.1447846022	532.0722695156	1196.7814431281	943.4123236733	688.6332733804	1024.9159491834	474.0076835742	1174.3482869551	846.0127562089	730.6874410748	705.819046824	60.6034193815	102.2235731506	269.0435504435	288.6793441481	56.8964642384	470.4914213641	438.0360480349	532.3409230313	148.9023852226	841.5894590017	1994.9049396772	523.3730050815	135.3148727463	1106.6283609555	1261.814499045	1322.2517234192	686.0916229217	741.4307373477	653.8815517798	234.2547722761	812.6098412829	0	0	0	0	0	0	0	0	185.5517949572	0	139.1940467956	1344.430184495	151.7216822506	216.5814598009	359.3689417546	186.1905809879	1632.4246218701	0	53.8846796474	11.736354899	122.0760834323	393.8417859168	17.1327332935	2055.9050638389	2670.4017868173	1192.7015513024	33.6384870015	1952.0329106292	596.5639628294	1354.4105759059	1015.8170526268	1037.3733515286	601.2980310338	1010.8369673341	0	2776.0667513156	0	0	20.3161573555	1153.5785417211	59.8817293294	854.0620168557	0	165.0009435894	1741.6256555172	0	2604.9581933436	0	1767.734581688	1605.2871253418	0	0	0	0	0	165.9456073928	2020.5583155316	0	0	35.1785329193	58.6835121125	346.8354133002	699.1283881828	557.3327148705	1114.9842628905	677.9490791074	305.4357876209	311.1423694022	1374.5641039026	0	939.0041854351	1202.9805512281	928.7500063184	990.383496251	1888.5544731951	1341.1002197869	1014.1003161584	1451.1017178346	1342.9056081655	429.0512000478	918.6885141306	415.3741670146	409.757032063	172.4433071338	88.8971664956	968.708556109	1570.4074213036	283.0764421243	88.7285740464	0	0	115.9575311254	353.4832276265	48.7780407188
PWY-6608: guanosine nucleotides degradation III	o__Coriobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2615304598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0504971374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III	o__Desulfovibrionales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.1397806113	45.700454525	69.0273728354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III	o__Enterobacterales	474.8460489063	56.6853543571	73.8792469403	0	0	0	2172.2844984002	0	0	2286.7672797701	1201.6458434469	1664.1323408374	325.4497651543	20.7977550883	116.615000336	4.5468056263	193.7773819413	1116.2419869439	0	353.4869799801	373.1429345743	1659.7924200172	0	0	0	0	0	0	0	0	47.3767544055	13.0130261275	151.2862296958	0	0	7773.3757610276	977.485122924	18.6048450599	1841.8676208855	3888.3700471962	628.9739936378	3488.1822346612	444.3906528959	135.0243006869	2051.4415951371	10924.3891831824	67.3607403312	545.3036256055	817.6266077472	1019.8463019937	0	2954.5689843623	0	0	259.3471986523	0	323.2395521127	119.0161226774	315.3021833222	166.4853033555	0	0	596.9837405552	154.1655124804	116.2461476123	35.5693927077	926.6293374532	3587.5155248055	63.7472412033	267.8866348302	288.117618961	907.9514486091	573.1777341624	932.6721613595	413.0012024821	0	431.0997132881	522.5502385244	62.4660930626	2503.0168085922	0	7.1893704409	5.6128310484	0	60.6086360291	144.00853344	5931.9744469555	0	2692.9482025986	1025.4718223429	0	221.0361261453	0	465.966240919	896.3979551136	1620.1596867763	10.4632546466	321.7913565834	398.4326537823	4621.5647765668	0	181.1157584122	0	17.3310005813	68.9967272556	7741.7421989144	9323.3431545617	74.5037224101	0	2.8667828312	0	0	0	0	0	147.188217294	0	11.9256462073	0	0	0	124.7323403514	4761.126152819	0	6777.8970474817	5701.2337344804	180.8946690337	203.1394693405	1385.2841863583	0	7560.2902917224	3487.7626390474	1320.0397474007	8761.6479481712	540.3610599231	4629.0059750201	476.9402391924	0	1592.0554408941	2422.2179769193	0	3829.6136106699	1376.1632096942	251.4816360672	41.7998167639	2479.6836479213	4547.9173874378	4065.936591965	231.574336693	4230.3140726483	0	270.3721335048	35.305357693	2807.2770716554	0	320.1498815927	51.4947401033	2176.9700963978	2237.0323809872	1305.2675315533	327.3739569122	2687.5139615752	297.078744301	724.0390669568	550.7998074363	24.6185302781	0	29.626752326	64.3756528371	215.6812072218	11.9092822765	361.9680758564	133.9533191326	647.7285220176	0	291.2618092249	330.0465741544	842.7422033105	369.26817143	119.5638178942	5.9614389414	55.0170489633
PWY-6608: guanosine nucleotides degradation III	o__Erysipelotrichales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2221995557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III	o__Lactobacillales	0	0	0	0	6.963422506	0	0	0	0	190.6076501991	210.7468901465	62.8566537357	22.748988032	0	0	0	0	131.0901240046	0	981.8479398934	0	0	0	6254.1471302449	2371.2737235997	567.5389702573	771.2085684058	0	0	0	7.9461316084	0	0	0	0	0	431.122516282	30.0728053749	0	0	0	0	0	0	0	0	85.0311483371	0	70.7605642514	8.4816702038	0	0	0	0	425.4152735998	0	0	1.7719049041	0	0	0	0	0	0	4.1732679167	0	40.1419499391	46.6326114977	26.7264290346	12.4173451199	0	130.2826163468	0	6.1163257434	16.8413209942	38.6977894566	0	0	5.2660609131	67.4167589962	0	0	0	0	0	0	0	0	252.9208306544	992.2538580063	273.1812861125	1204.0045930087	421.777815429	1916.8131175545	3822.2449935427	789.8090135277	0	661.6051855687	64.2217228764	0	0	0	0	618.5030664465	0	7.3978599019	8.7097565537	0	0	445.4815330478	0	0	0	0	5366.4220519956	0	127.8190974256	0	0	0	0	0	198.4854543575	0	84.4471030106	96.680852246	280.4333090924	0	0	0	567.8515337221	7.0250948055	0	56.9983744664	0	724.4682117396	0	33.4382136713	92.9866699714	0	60.6014100641	0	23.7159634471	0	0	36.3671318281	0	3.2006741976	30.7021685292	0	0	0	0	0	0	0	0	133.9364771371	8.7977963695	0	0	0	0	0	0	0	0	0	14.493288165	0	0	0	0	0	0	0	0	7.7950454462	0	0	0	110.2302719578
PWY-6608: guanosine nucleotides degradation III	o__Veillonellales	0	109.4304661657	0	14.3934255129	115.0014654531	0	0	0	0	12.734346182	14.4021846034	0	23.0041959552	0	0	0	0	38.6597565788	0	0	0	0	94.9589384615	14.5638091501	0	12.1504979385	6.6524682764	69.6521180087	109.4915897986	28.8917573327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.1774332085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.3524077836	0	14.6319847133	0	39.2530716501	0	0	0	0	46.9083752167	0	21.0502788732	51.3656460847	0	0	22.9477210434	23.2507075165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.8075598954	689.5786739235	0	87.2788267814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3437788925	0	133.7552764051	0	0	0	0	0	0	0	0	0	0	7.6129344574	0	35.1508515816	0	39.8354785887	0	138.6316231761	0	0	0	0	0	0	0	0	101.815279365	54.6168330216	0	43.1228495045	0	0	0	0	0	0	104.0145475168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III	o__Acidaminococcales	22.4831226396	0	94.4200252173	8.2292858027	0	7.9511090051	0	11.9841099033	0	0	0	0	0	0	0	42.4939991587	101.9366284106	17.6616857909	66.3308630058	0	7.2723299526	0	0	0	0	0	0	0	0	0	22.0925913002	46.9897003762	49.3799038924	18.4878392698	42.9830023431	0	0	0	0	0	0	98.5209072661	119.3610291037	390.8384319414	0	230.4692670285	0	0	0	0	37.817637205	0	4.1437199186	84.9530708068	0	52.641722796	311.9128119985	0	623.3876065937	309.9122512528	49.3965659839	224.7976902838	662.2107807933	0	359.8070383811	0	0	0	0	0	0	0	0	0	0	0	189.689045177	200.0343094285	197.6461202419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4749294375	0	0	80.1104198962	77.6076411071	37.33247084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.446595633	0	0	0	85.2231263374	0	0	0	0	0	0	0	0	92.8569260282	109.4440771718	176.2908579231	206.6473455537	213.3270111453	146.6446547054	12.0786739794	11.8756325546	0	0	31.618150243	174.6367640736	60.6060674614	44.5336287288	188.9491386814	35.8061587384	128.528347097
PWY-6609: adenine and adenosine salvage III	o__Actinomycetales	0	0	8.2663329623	0	0	0	7.5909489173	11.2634385402	60.2089132748	183.6948281422	8.4843335117	36.7171700052	0	0	17.8887561112	0	14.487246425	39.2052487547	22.4705697984	146.7857480477	0	0	0	0	0	8.6639307539	0	0	0	0	0	0	0	0	0	0	0	25.6712246582	37.5785396858	17.4178749616	0	5.9287678791	0	0	11.1266237538	6.6670105444	0	33.1392755047	14.9338275875	50.3114336871	9.9795685326	7.2026251732	58.2066604327	37.8988613188	186.4185406982	26.9193573402	89.1256065941	34.8978707896	98.7290941874	54.4093285393	239.274197677	83.2042617112	311.0927532635	19.9068407294	57.2703130045	0	0	0	0	0	0	0	0	0	0	21.5209507176	0	4.0623031592	7.8988059184	11.8153100767	11.6882620523	0	48.4185485379	13.7742071091	6.5065355564	8.5929310589	0	12.2786713159	246.5709376629	55.4225647959	231.3765110129	185.3615697344	0	131.3328035108	350.3797612742	0	0	0	0	5.2166204767	0	0	0	66.9380589552	0	0	24.7292312225	0	0	6.994920285	0	0	0	75.2768599494	0	44.6822803449	21.5294231415	0	18.8349945768	0	0	0	97.1260642818	4.9982030747	41.3226656876	33.6403473625	82.618501146	0	0	8.6286156912	6.4503644781	0	13.6026879471	0	19.6562072346	229.8421724882	18.2774422159	0	0	0	7.5365036308	0	6.7646993855	0	7.927788763	50.0992701903	0	0	0	0	0	13.6424680042	81.5520465546	14.4879330379	0	0	43.0234179075	0	0	0	0	0	0	0	0	0	0	10.7514665724	5.1443092126	11.0055961359	0	0	0	15.5514051922	0	4.1927246449	11.7779250307	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III	o__Bacillales	0	0	0	0	0	0	0	0	0	0	0	26.1620237741	0	0	5.7382438141	0	0	20.0641944725	0	4.1353393039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3677199859	0	3.437791993	0	0	0	0	0	0	0	0	0	5.1863108467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1390805725	0	0	9.2053968453	0	0	0	0	0	0	0	0	2.9144400407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1169741739	0	6.4988986036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III	o__Bacteroidales	5.2496611123	0	544.9081446001	0	8.5076526282	27.6157350023	12.517311975	68.6053332052	0	0	0	0	0	0	0	338.9492211016	556.0051506608	41.4734697436	10.3249524735	0	41.8418955085	87.5699901804	248.7222086512	3.5694377012	0	94.5033477403	61.2818253802	164.000359696	96.3662002742	487.7487910488	445.2508602774	793.4380593109	419.7881062855	2354.46237998	1654.1111039401	0	0	0	58.2855650671	0	448.1565470337	156.8404768654	392.8145300891	443.8503507425	181.5888320535	7.4630853876	6.8613746571	25.1918220765	0	0	1400.0512781828	14.0029776567	198.1240778169	766.5410005068	0	526.341673938	74.9676733363	0	734.8706730591	15.7213532301	0	163.2657806112	238.4820243231	0	153.4114691824	212.9305902064	303.8815489078	370.1128038428	91.1048507223	320.4626151413	612.1717703637	578.0217288401	934.5407668696	631.8757433433	71.5714491906	17.2995799749	0	212.1213705194	230.3470658851	0	1381.9071835853	1601.6031516656	790.528678155	272.9831910051	1075.0686286323	1808.5183879305	559.7603351562	571.7802119876	0	0	0	0	0	0	0	0	228.3896856779	0	108.9654087403	777.5409380891	400.8827489394	73.2017710817	573.9221553892	0	56.0013434424	0	0	19.9207109437	601.988098063	0	0	129.7820003622	250.3587457487	51.10997903	356.4414582413	147.3095490051	823.7602637435	22.2688494289	13.9761802141	576.301851742	255.7723857603	1432.9272437358	0	21.4233134417	0	0	0	118.2912008571	0	527.707217284	58.036632592	61.3509878233	191.6478435547	0	127.5204664904	0	11.5018876675	1235.7540897852	0	0	0	0	0	1096.7527074544	129.5272698412	0	0	0	759.0598499665	435.391313485	1100.2748915707	1165.3062980722	203.7170489291	407.7164711716	1499.6824036264	363.3923578129	41.3175172999	32.9025436408	14.865873002	6.2816835109	26.3941641856	6.0376521422	135.819082062	178.4665555246	0	579.6450675462	345.62958077	167.6375874756	399.9805439255	129.224506882	480.01474983	27.6515631204	23.7055385497	26.8654508995	0	27.2220476996	254.9412548338	13.5888259806	20.2443612688	153.4302405725	1815.02645004	1105.9192490482
PWY-6609: adenine and adenosine salvage III	o__Candidatus_Gastranaerophilales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0489292617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III	o__Clostridiales	1783.3366047753	1673.3510580608	1723.9415623244	2846.1243876527	1924.4139151271	1186.7064596331	1386.4550273919	1891.898219294	0	0	825.2291860782	0	2880.0592332479	2316.9866136767	2999.8800186119	3200.9449975086	347.6675476546	481.5902045158	2878.8844863787	0	2711.5441119081	0	2811.1073494844	0	0	91.6748807162	37.3111349	3089.6387490396	3100.1391106304	3424.6348463159	2021.6550095845	2374.8373921431	3033.3960646013	910.5943527335	1106.20447911	0	0	2688.771925406	1925.8759039264	303.2613972017	611.9112032423	2183.8044607374	695.9882239105	1097.8274891035	858.3994431499	1567.0377273444	1787.0123459605	2093.5285160626	0	0	2903.3205186712	0	2034.5209618067	1085.7227337247	175.9435154504	1792.4464501096	1708.7630953563	3650.3707672898	2893.4759101312	2325.7358987169	2982.8089311247	1361.0106370001	1663.045889593	2426.3353056848	3013.3465919299	2082.3650924046	1473.0375018503	410.6261641999	1673.3860820779	1769.9910097886	393.9750301666	931.6734499262	905.6327873462	988.2036110679	1266.5141879297	1902.6655356367	1497.7901241636	4365.209292722	2766.4983830012	150.3174703846	2307.9537766782	2771.8162309036	2658.1604734026	2043.5188753033	1957.579802706	1938.1132764038	2334.1613287324	2503.7823645856	0	0	0	0	0	0	8.6727820624	0	3023.0575449789	0	936.2373539806	1591.2109295662	1348.0939544102	2847.0136572212	3553.0027208622	1794.2548036463	3157.7709105366	0	72.546036173	4068.919475539	1990.1574997462	2363.3524641485	2346.9509304658	3497.2289466352	4011.2874684292	2209.9102493921	64.1942516095	3353.4206673044	2732.034798285	2310.2119983238	1792.2782646306	2848.3081590107	2617.9766402441	2182.4363432044	0	3042.017840206	0	269.7111619585	122.7266247782	2420.3046112964	167.4271933641	1178.2228240795	0	1205.7183335727	2406.4550494373	0	3711.7433245539	0	2479.7519828176	2497.4830505303	0	0	0	0	0	1194.3207302566	2454.5719951117	0	0	279.4589180026	723.4353277347	1840.1450869028	1336.9297326414	1650.6690622666	2618.8797522803	1998.3993392463	1058.9066970713	1082.4451727183	3491.0671590495	0	2631.4713743255	2366.0361233628	2444.6817362718	1958.2656030365	2529.8167796508	1935.8867725855	3505.8227248476	3386.8582496207	3251.3469023401	2216.8505058732	2613.8942163847	2852.7002736017	2380.4504274643	830.1630277807	522.7242622095	2441.9962110651	3754.6669373195	558.3927012227	259.9863950285	0	13.8896409581	1546.0075390256	2439.7162349406	420.9351451788
PWY-6609: adenine and adenosine salvage III	o__Coriobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7744130535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220.0839789544	55.1807877026	111.920408358	0	528.7096915261	0	0	649.2622859079	0	0	943.4995408386	0	0	0	8.5962717885	0	542.6842987113	0	258.4147580063	139.4034476681	155.6257502175	45.1604155612	230.2315306761	0	152.8443874535	0	0	125.0386922049	170.2113465425	0	0	83.1849280577	0	0	0	0	0	0	0	149.7058916993	0	0	0	48.6773573258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1069.6120080608	461.4293247664	913.4585735295	761.7122654053	352.3935505614	0	0	0	0	440.5858017374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7242740511	300.1496089873	0	0	25.207814048	275.3459225445	0	0	0	0	0	0	0	0	0	0	0	32.381412993	0	55.4536350616	74.0827431297	416.4144647398	92.4922282174	494.152665216	594.9597912814	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III	o__Desulfovibrionales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5654250491	0	0	0	0	0	0	0	0	0	34.6258960983	42.3444433027	56.7487196232	0	0	0	0	0	0	0	0	0	0	0	47.1390327763	0	0	120.8694767235	0	0	12.5164253897	0	22.6647387472	30.3607927298	0	15.8588064455	20.1498191718	0	35.7225145152	8.7049880105	0	0	0	15.1591795286	23.0819525851	13.4141079197	26.4131215549	31.6930415176	17.409851267	30.1878242037	0	21.9896738572	0	0	0	19.550548264	0	12.5858890659	0	0	0	0	0	0	0	0	24.1122904978	0	0	0	0	0	0	0	0	0	0	0	0	32.1115786886	0	0	0	0	0	0	7.7583754948	0	0	0	0	0	0	0	0	0	0	0	0	21.3204364685	127.8437563522	98.9983994368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.0483421941	0	0	0	0	0	0	0	0	0	0	0	0	7.8094811981	64.3050113332	0	23.7220077829	15.6469861979	15.2594166652	99.4315793693	57.9406613411	0	0	67.0318395801	29.5590984404	44.9275993507	25.0962825172	48.7326760645	0	0	0	37.9140702675	0	21.6722864382	10.5638530906	6.4666347723	0	10.5052642003	17.670638903	0	0	5.9164958614	27.2342930083	0
PWY-6609: adenine and adenosine salvage III	o__Eggerthellales	41.7283340602	33.1381933888	39.840830134	60.8009481124	26.885107213	23.9869044028	29.8231848783	62.0981787687	0	0	130.3822624449	0	142.6800124502	129.8863768055	31.5631185634	42.1127254573	28.8401593497	0	96.0696924487	0	117.8868408722	0	0	0	0	0	0	0	0	0	25.651299103	22.6633770525	66.7193985598	322.4301388333	212.7633094192	0	0	0	285.0436699492	21.1540301419	15.3618959181	46.0054843985	10.241843834	17.3189504777	85.7533179767	9.6671542632	290.1709982573	75.4874368264	0	0	146.8975037249	0	107.2018398016	46.866542169	0	75.3858828254	0	59.3065851083	0	0	0	77.4407319382	0	33.634909154	0	39.2651078909	59.771236784	20.569825325	132.190638166	59.4244382894	0	64.0102665933	16.3965459896	5.1605299597	101.9838529741	55.3701445813	31.8666328788	159.540100115	94.7446262317	0	66.2946197126	40.7837735393	68.900582226	37.4901762844	44.9100113049	34.8437616585	40.2567366058	78.5426839823	0	0	0	0	0	0	0	0	0	0	0	117.5550622219	0	0	0	73.7301668458	168.7712250019	0	21.0888031175	0	0	178.6190020816	0	159.7431073636	91.1667798481	140.6638170133	0	122.7115092075	40.1340117509	129.1745148303	79.3758660672	81.4587471903	46.3792071843	31.0692152044	0	0	0	0	0	0	0	0	0	0	8.9056948707	0	21.9527739727	0	35.1139481797	51.5836962032	0	0	0	0	0	22.3197037271	0	0	0	0	15.5856511619	0	30.951179187	11.6334547207	10.4380911332	0	46.3999910108	17.3750101361	11.292623874	0	0	0	144.4151747582	0	0	0	0	159.1849620776	302.4909220098	60.9584069822	122.0088388906	149.6463397212	116.5121307555	27.2208262789	39.7166871755	166.0452144117	135.3362389354	43.0063780709	30.4676162782	0	0	65.5812178963	186.6609257434	29.8892102093
